# Collection of Eggs for Easter 2025
# Field order: Chocolatier, volume, weight, chocolate, wrapper, filling
Mars,1513.331,3027,0,0,1
Darrell Lea,787.528,2363,2,0,0
Mars,1416.977,4251,0,1,0
Carob Creations,775.35,775,2,1,2
Carob Creations,762.056,1524,2,0,1
Lindt,1986.175,1986,1,2,2
Cadbury,1407.452,4222,0,2,0
Kinder,324.017,648,0,0,1
Mars,1890.06,3780,1,1,1
Pink Lady,682.574,1365,1,1,1
Mars,2512.805,5026,1,0,1
Mars,1287.722,1288,0,0,2
Cadbury,1717.666,5153,0,1,0
Pink Lady,688.215,688,1,1,2
Carob Creations,3647.396,3647,1,0,2
Pink Lady,1596.816,3194,1,2,1
Mars,1304.428,3913,2,2,0
Lindt,3198.26,9595,2,0,0
Ferrero,3197.573,9593,0,2,0
Carob Creations,2570.103,5140,0,1,1
Cadbury,1501.659,1502,2,1,2
Carob Creations,80.661,161,1,0,1
Carob Creations,625.288,1251,1,2,1
Ferrero,3518.319,7037,2,0,1
Cadbury,1957.689,1958,0,0,2
Ferrero,2561.276,2561,2,2,2
Carob Creations,1517.815,3036,1,1,1
Lindt,375.24,750,0,0,1
Carob Creations,1368.836,2738,1,0,1
Ferrero,1678.541,1679,0,2,2
Lindt,2163.735,6491,0,1,0
Ferrero,1264.941,2530,2,0,1
Mars,2491.812,2492,1,2,2
Darrell Lea,66.081,132,1,2,1
Cadbury,3771.281,3771,2,2,2
Pink Lady,1177.618,2355,2,1,1
Mars,1243.559,1244,0,2,2
Ferrero,2044.804,2045,1,0,2
Carob Creations,489.02,1467,0,1,0
Carob Creations,2037.731,2038,0,1,2
Mars,2015.87,6048,1,0,0
Mars,3851.513,7703,0,1,1
Kinder,314.784,630,0,2,1
Darrell Lea,795.878,796,2,0,2
Mars,1054.074,2108,2,2,1
Darrell Lea,1653.553,3307,0,2,1
Kinder,3440.477,10321,1,0,0
Ferrero,2901.507,5803,1,1,1
Kinder,3759.648,3760,2,2,2
Lindt,2624.838,5250,2,1,1
Pink Lady,3504.251,10513,2,2,0
Mars,591.663,1775,0,2,0
Pink Lady,2802.682,5605,2,2,1
Pink Lady,2679.857,8040,2,1,0
Mars,3229.941,9690,0,2,0
Darrell Lea,373.658,374,1,1,2
Darrell Lea,3872.752,7746,2,0,1
Ferrero,241.112,482,1,0,1
Kinder,2232.506,6698,1,2,0
Carob Creations,2015.47,2015,2,0,2
Carob Creations,1235.754,1236,0,1,2
Darrell Lea,3543.897,3544,1,1,2
Lindt,1576.11,1576,0,1,2
Lindt,522.345,1567,0,0,0
Mars,3638.722,3639,1,0,2
Carob Creations,237.457,475,2,1,1
Kinder,3108.169,6216,0,1,1
Kinder,3719.409,3719,2,0,2
Cadbury,1424.148,2848,0,1,1
Mars,356.611,713,0,1,1
Darrell Lea,1495.753,2992,1,0,1
Pink Lady,1551.101,4653,2,1,0
Lindt,592.435,592,2,1,2
Cadbury,889.457,2668,2,0,0
Kinder,2548.541,7646,1,1,0
Ferrero,3394.959,6790,2,0,1
Darrell Lea,3857.943,3858,0,1,2
Cadbury,205.788,206,1,0,2
Carob Creations,2320.77,6962,1,1,0
Lindt,2844.007,2844,2,2,2
Ferrero,3570.711,10712,1,1,0
Kinder,1549.926,1550,0,2,2
Mars,632.006,1264,0,1,1
Darrell Lea,38.63,116,0,2,0
Cadbury,3050.357,3050,1,0,2
Mars,441.843,884,2,0,1
Lindt,1803.143,3606,0,2,1
Darrell Lea,2781.377,2781,2,2,2
Carob Creations,1114.852,2230,0,1,1
Darrell Lea,2863.241,2863,1,0,2
Kinder,1939.45,1939,2,1,2
Cadbury,3466.279,6933,0,0,1
Pink Lady,638.814,1916,2,1,0
Darrell Lea,479.292,479,1,2,2
Carob Creations,3199.915,9600,2,0,0
Carob Creations,3679.084,3679,0,1,2
Mars,677.411,1355,0,0,1
Carob Creations,3833.432,7667,2,1,1
Cadbury,3094.36,3094,0,1,2
Ferrero,2361.436,4723,0,1,1
Carob Creations,957.534,2873,1,2,0
Mars,79.494,79,2,2,2
Carob Creations,3571.199,7142,0,2,1
Kinder,1506.579,4520,0,1,0
Mars,2526.645,2527,1,2,2
Kinder,3228.96,6458,1,1,1
Carob Creations,504.707,1009,0,0,1
Mars,3901.466,3901,1,0,2
Kinder,3115.019,3115,1,0,2
Mars,2477.736,7433,1,0,0
Carob Creations,1373.395,1373,2,1,2
Cadbury,1492.684,2985,1,2,1
Lindt,4013.289,8027,0,1,1
Ferrero,1977.432,5932,0,1,0
Pink Lady,1251.393,2503,0,0,1
Mars,4176.102,12528,0,0,0
Darrell Lea,3537.366,7075,1,2,1
Carob Creations,3285.726,3286,2,2,2
Lindt,2493.795,7481,0,2,0
Lindt,2416.608,2417,2,2,2
Kinder,583.068,1749,2,0,0
Ferrero,927.404,1855,0,0,1
Pink Lady,1839.393,1839,0,1,2
Mars,27.931,56,2,1,1
Cadbury,3805.928,7612,0,0,1
Lindt,3829.992,7660,0,1,1
Carob Creations,992.651,993,2,1,2
Mars,4027.251,8055,1,2,1
Darrell Lea,1118.718,2237,2,2,1
Darrell Lea,1583.03,1583,0,1,2
Carob Creations,107.519,108,0,1,2
Cadbury,1390.899,1391,1,2,2
Lindt,3687.673,3688,1,2,2
Lindt,481.248,962,1,1,1
Pink Lady,3527.986,7056,1,0,1
Pink Lady,1739.761,1740,1,0,2
Kinder,234.178,234,2,1,2
Carob Creations,54.271,54,2,2,2
Darrell Lea,731.068,1462,2,1,1
Cadbury,1685.555,1686,0,0,2
Mars,3600.744,10802,0,1,0
Pink Lady,3635.849,10908,1,1,0
Kinder,2317.07,2317,2,0,2
Kinder,4155.949,4156,0,0,2
Ferrero,2462.112,4924,0,1,1
Carob Creations,30.276,91,1,2,0
Kinder,3867.714,11603,1,1,0
Cadbury,1025.428,1025,1,2,2
Kinder,4139.718,12419,0,0,0
Lindt,1227.084,3681,2,1,0
Darrell Lea,1751.905,3504,2,1,1
Mars,3773.619,3774,1,2,2
Carob Creations,443.76,888,2,0,1
Carob Creations,3482.961,6966,2,0,1
Kinder,3820.235,11461,0,2,0
Cadbury,3482.824,10448,0,0,0
Darrell Lea,2577.223,7732,2,2,0
Pink Lady,1393.555,4181,1,1,0
Lindt,914.823,2744,1,2,0
Lindt,1269.364,2539,2,1,1
Lindt,187.708,563,0,2,0
Pink Lady,2422.096,2422,1,1,2
Ferrero,3449.341,10348,0,1,0
Kinder,3388.829,6778,2,2,1
Kinder,1312.573,1313,1,1,2
Pink Lady,3431.887,10296,1,1,0
Carob Creations,2959.062,8877,1,1,0
Ferrero,1208.93,2418,1,2,1
Carob Creations,3155.715,9467,1,1,0
Cadbury,2431.099,4862,0,2,1
Lindt,3300.884,3301,2,0,2
Cadbury,129.034,258,1,2,1
Mars,2788.765,2789,1,0,2
Darrell Lea,3234.652,6469,2,1,1
Carob Creations,1277.004,1277,1,0,2
Lindt,1733.91,3468,0,1,1
Carob Creations,1757.138,3514,0,2,1
Pink Lady,598.421,598,1,2,2
Lindt,3005.56,6011,2,2,1
Cadbury,2260.985,2261,2,1,2
Darrell Lea,1549.776,1550,1,2,2
Lindt,3377.395,10132,1,1,0
Kinder,3247.213,9742,1,2,0
Ferrero,1888.155,3776,1,2,1
Lindt,2659.296,7978,2,1,0
Darrell Lea,117.172,234,1,2,1
Darrell Lea,3629.193,7258,1,2,1
Cadbury,3769.429,7539,0,1,1
Darrell Lea,3726.382,7453,0,1,1
Cadbury,3011.013,9033,1,0,0
Kinder,2597.739,5195,1,0,1
Lindt,2278.148,6834,1,2,0
Carob Creations,266.127,798,0,0,0
Cadbury,943.789,944,1,1,2
Lindt,2726.851,2727,2,1,2
Pink Lady,3895.782,7792,2,2,1
Cadbury,2729.576,8189,1,2,0
Darrell Lea,1870.888,3742,2,2,1
Pink Lady,1681.45,5044,1,1,0
Kinder,2348.714,7046,1,0,0
Carob Creations,142.581,285,2,1,1
Lindt,1868.371,5605,1,1,0
Ferrero,3104.657,9314,0,1,0
Cadbury,1910.555,1911,0,0,2
Darrell Lea,1883.489,1883,2,1,2
Cadbury,4075.608,4076,2,2,2
Kinder,3174.368,6349,2,0,1
Mars,151.013,151,2,2,2
Carob Creations,3889.191,7778,2,0,1
Darrell Lea,1167.948,3504,1,1,0
Cadbury,2242.691,6728,2,1,0
Carob Creations,1753.165,3506,1,2,1
Kinder,1876.139,5628,2,2,0
Darrell Lea,4043.825,12131,1,0,0
Cadbury,3296.105,9888,0,0,0
Ferrero,3607.419,10822,2,1,0
Mars,1667.509,3335,2,1,1
Mars,3154.82,3155,2,0,2
Kinder,2819.795,2820,0,2,2
Ferrero,963.886,964,1,2,2
Mars,2277.088,4554,2,1,1
Darrell Lea,1028.029,3084,0,2,0
Carob Creations,4005.703,4006,1,0,2
Cadbury,194.158,388,0,0,1
Kinder,2309.532,2310,0,2,2
Kinder,1595.388,4786,0,1,0
Pink Lady,4072.92,12219,2,0,0
Carob Creations,2777.991,2778,1,0,2
Lindt,1073.501,3221,1,0,0
Darrell Lea,583.032,1166,1,1,1
Kinder,515.978,1548,0,2,0
Ferrero,3739.18,3739,2,2,2
Mars,2449,2449,2,2,2
Carob Creations,3227.119,6454,1,2,1
Carob Creations,1180.93,3543,0,1,0
Carob Creations,3260.064,9780,2,1,0
Carob Creations,3766.03,11298,1,1,0
Carob Creations,3030.566,3031,2,1,2
Cadbury,3858.339,11575,0,0,0
Pink Lady,3148.703,6297,2,1,1
Kinder,3205.833,6412,1,2,1
Lindt,2282.129,4564,1,1,1
Darrell Lea,76.189,229,0,1,0
Pink Lady,3979.667,3980,1,0,2
Kinder,253.043,759,2,1,0
Ferrero,683.699,2051,1,2,0
Cadbury,3274.842,6550,0,1,1
Lindt,2178.506,2179,2,2,2
Carob Creations,1370.832,2742,0,2,1
Kinder,1013.354,3040,0,0,0
Mars,2613.835,5228,2,1,1
Darrell Lea,1606.939,4821,0,0,0
Carob Creations,787.489,1575,1,1,1
Ferrero,800.747,1601,1,0,1
Mars,3719.046,7438,2,1,1
Kinder,262.468,262,2,0,2
Lindt,485.954,972,0,1,1
Cadbury,3106.581,3107,0,2,2
Lindt,535.141,1605,0,1,0
Darrell Lea,848.996,1698,2,2,1
Kinder,1703.54,1704,2,0,2
Carob Creations,2486.78,2487,0,2,2
Kinder,206.86,621,1,1,0
Pink Lady,578.743,579,0,2,2
Pink Lady,3460.046,10380,0,2,0
Ferrero,3446.79,3447,0,1,2
Lindt,3220.231,3220,1,0,2
Ferrero,2561.903,5124,2,2,1
Pink Lady,692.852,693,0,0,2
Cadbury,931.608,2795,0,2,0
Ferrero,403.898,808,1,0,1
Darrell Lea,1618.166,4854,0,1,0
Mars,2307.97,4616,1,2,1
Carob Creations,3187.649,9563,0,2,0
Mars,2467.529,4935,1,1,1
Mars,1701.116,3402,0,2,1
Ferrero,2880.36,8641,0,2,0
Kinder,1387.793,1388,1,2,2
Ferrero,2321.751,6965,0,1,0
Cadbury,3378.962,3379,0,0,2
Kinder,431.8,432,2,0,2
Darrell Lea,474.266,1423,1,2,0
Cadbury,2001.222,2001,2,0,2
Cadbury,2114.738,6344,1,2,0
Carob Creations,2993.35,5987,1,1,1
Ferrero,3571.82,3572,1,2,2
Pink Lady,1819.35,1819,1,0,2
Mars,1195.759,2392,0,2,1
Carob Creations,3245.475,3245,0,1,2
Ferrero,3001.994,9006,1,2,0
Kinder,3644.625,10934,2,0,0
Pink Lady,3375.301,3375,2,0,2
Lindt,2136.968,2137,2,0,2
Carob Creations,4123.739,12371,1,0,0
Kinder,471.268,471,1,2,2
Carob Creations,1971.358,3943,0,1,1
Darrell Lea,4045.242,4045,0,2,2
Kinder,714.644,1429,1,2,1
Kinder,2846.312,2846,2,0,2
Kinder,3762.272,7525,2,1,1
Mars,757.127,2271,0,0,0
Mars,2762.988,5526,0,1,1
Ferrero,101.184,304,0,2,0
Kinder,3158.469,9475,2,1,0
Kinder,3568.498,3568,1,0,2
Pink Lady,553.769,554,1,2,2
Lindt,3050.655,6101,2,1,1
Carob Creations,3149.043,3149,2,0,2
Mars,2918.436,2918,2,1,2
Carob Creations,1424.748,2849,1,0,1
Darrell Lea,2774.492,5549,2,1,1
Pink Lady,2288.919,6867,2,0,0
Darrell Lea,1964.097,5892,0,0,0
Ferrero,3090.783,9272,1,0,0
Mars,2163.378,4327,2,1,1
Mars,2994.999,8985,0,1,0
Pink Lady,1736.165,5208,1,2,0
Cadbury,291.928,876,0,0,0
Kinder,2875.493,8626,0,1,0
Mars,742.959,743,1,2,2
Kinder,315.109,945,2,0,0
Pink Lady,4171.36,8343,0,1,1
Mars,3488.399,3488,1,0,2
Ferrero,952.626,2858,1,2,0
Pink Lady,122.051,366,0,0,0
Lindt,3710.627,7421,1,0,1
Carob Creations,716.408,716,0,2,2
Carob Creations,3200.368,9601,1,1,0
Mars,3170.262,9511,1,0,0
Mars,3750.228,7500,2,1,1
Kinder,714.971,2145,0,0,0
Pink Lady,1247.583,1248,2,2,2
Darrell Lea,725.184,725,0,0,2
Ferrero,3326.566,6653,2,2,1
Ferrero,2179.523,4359,1,2,1
Ferrero,3933.468,11800,0,0,0
Kinder,3834.011,7668,2,2,1
Darrell Lea,74.008,222,2,2,0
Kinder,10.124,20,2,2,1
Mars,1140.016,3420,1,2,0
Darrell Lea,1857.175,1857,2,2,2
Pink Lady,2574.462,2574,1,1,2
Mars,2034.267,6103,2,1,0
Lindt,1707.513,1708,1,0,2
Ferrero,486.853,487,1,1,2
Pink Lady,2743.773,5488,2,0,1
Pink Lady,2227.331,2227,2,1,2
Cadbury,270.132,270,2,2,2
Darrell Lea,3394.032,10182,2,2,0
Darrell Lea,2200.814,6602,2,2,0
Cadbury,532.528,1065,0,1,1
Darrell Lea,3833.811,7668,1,1,1
Darrell Lea,521.961,1044,1,2,1
Mars,3100.921,6202,0,0,1
Carob Creations,3434.986,6870,2,0,1
Kinder,4164.802,8330,1,1,1
Ferrero,538.439,538,2,1,2
Mars,3222.971,3223,2,1,2
Mars,2590.961,2591,1,0,2
Lindt,3852.325,3852,1,1,2
Carob Creations,2607.557,5215,2,1,1
Pink Lady,4012.759,12038,2,2,0
Cadbury,2673.809,8021,2,2,0
Mars,773.095,2319,1,1,0
Lindt,1422.077,4266,0,0,0
Kinder,2233.35,4467,2,1,1
Ferrero,3645.582,7291,2,1,1
Lindt,286.762,860,1,0,0
Cadbury,2682.585,5365,1,2,1
Darrell Lea,2406.874,4814,0,2,1
Mars,897.089,897,1,2,2
Cadbury,1973.127,3946,1,2,1
Ferrero,3069.866,6140,2,1,1
Carob Creations,3298.968,9897,1,1,0
Ferrero,3001.083,3001,0,0,2
Darrell Lea,1075.914,3228,1,1,0
Ferrero,2881.707,8645,2,1,0
Darrell Lea,1224.596,2449,1,2,1
Cadbury,2685.669,8057,2,2,0
Pink Lady,1069.998,2140,0,1,1
Carob Creations,427.249,427,1,0,2
Darrell Lea,2295.893,2296,2,0,2
Cadbury,316.468,633,0,0,1
Mars,3307.967,6616,2,0,1
Mars,4169.799,8340,0,1,1
Ferrero,3741.275,11224,0,2,0
Lindt,2367.699,7103,2,1,0
Carob Creations,1101.628,1102,2,1,2
Carob Creations,1686.512,5060,2,2,0
Cadbury,1550.237,4651,0,1,0
Darrell Lea,474.465,1423,2,1,0
Pink Lady,1854.194,5563,0,1,0
Mars,2703.326,8110,1,2,0
Lindt,3984.592,11954,1,0,0
Carob Creations,868.536,2606,2,2,0
Ferrero,2414.457,4829,0,2,1
Lindt,3305.236,3305,2,0,2
Lindt,3195.065,6390,1,0,1
Ferrero,4140.633,4141,2,0,2
Darrell Lea,1815.895,3632,2,1,1
Mars,2976.769,2977,2,1,2
Darrell Lea,4107.772,12323,2,2,0
Lindt,2603.986,2604,2,2,2
Lindt,3777.305,11332,2,0,0
Pink Lady,1639.644,4919,2,0,0
Cadbury,822.362,822,2,2,2
Ferrero,3463.976,3464,0,0,2
Carob Creations,2335.87,7008,1,0,0
Mars,4086.807,4087,1,1,2
Lindt,2450.734,2451,1,1,2
Lindt,1770.367,1770,0,1,2
Kinder,917.307,2752,2,1,0
Carob Creations,1307.85,1308,1,2,2
Mars,1783.444,1783,0,1,2
Lindt,634.391,634,2,0,2
Carob Creations,2297.148,6891,2,1,0
Kinder,3523.834,3524,2,0,2
Pink Lady,6.05,6,1,0,2
Darrell Lea,2858.523,5717,0,2,1
Pink Lady,311.372,311,2,1,2
Cadbury,2977.002,2977,2,1,2
Lindt,1160.227,1160,2,2,2
Darrell Lea,2143.433,2143,2,0,2
Darrell Lea,2204.064,2204,0,0,2
Mars,1314.429,1314,1,2,2
Cadbury,1509.917,1510,2,0,2
Mars,3021.353,9064,2,2,0
Cadbury,3254.141,6508,2,0,1
Carob Creations,4039.892,4040,0,0,2
Lindt,3284.437,9853,1,1,0
Kinder,1995.518,1996,2,2,2
Lindt,1148.676,3446,2,0,0
Lindt,4050.245,8100,1,2,1
Pink Lady,3665.369,7331,1,2,1
Pink Lady,220.15,220,1,2,2
Darrell Lea,1665.794,4997,0,2,0
Cadbury,1968.727,5906,2,0,0
Cadbury,1026.98,2054,1,2,1
Ferrero,4072.585,8145,1,1,1
Kinder,3558.522,7117,2,1,1
Cadbury,3436.462,3436,2,1,2
Lindt,1135.72,3407,2,0,0
Carob Creations,2892.572,5785,2,2,1
Kinder,3742.44,7485,1,0,1
Lindt,288.279,577,0,1,1
Pink Lady,1210.501,1211,0,2,2
Lindt,2778.008,5556,0,2,1
Carob Creations,3458.863,10377,0,2,0
Kinder,143.316,430,0,0,0
Cadbury,979.38,1959,2,2,1
Mars,40.415,81,0,2,1
Cadbury,2951.482,2951,0,2,2
Carob Creations,2660.674,2661,1,1,2
Cadbury,1741.195,1741,0,0,2
Kinder,2955.682,2956,1,1,2
Ferrero,418.321,1255,0,0,0
Darrell Lea,2460.955,2461,1,1,2
Pink Lady,3926.596,7853,2,0,1
Mars,1830.53,5492,0,2,0
Pink Lady,1619.86,1620,2,1,2
Pink Lady,2360.809,4722,0,2,1
Mars,3055.575,9167,2,0,0
Lindt,3140.156,3140,1,0,2
Lindt,1305.387,1305,1,1,2
Carob Creations,1002.358,1002,1,0,2
Cadbury,3232.015,3232,2,0,2
Mars,857.362,857,0,1,2
Cadbury,1673.833,3348,2,1,1
Darrell Lea,2452.951,4906,2,2,1
Kinder,999.499,999,2,2,2
Lindt,1508.811,4526,1,0,0
Cadbury,4002.581,12008,0,2,0
Kinder,1452.807,1453,0,1,2
Kinder,3080.983,3081,2,0,2
Mars,168.179,505,1,1,0
Darrell Lea,1814.411,5443,2,0,0
Mars,483.269,1450,1,1,0
Kinder,1535.477,4606,0,1,0
Pink Lady,485.166,485,0,0,2
Lindt,643.79,644,1,2,2
Ferrero,2997.278,8992,1,1,0
Darrell Lea,3236.177,9709,1,2,0
Pink Lady,2230.287,4461,1,1,1
Cadbury,1730.395,3461,2,0,1
Kinder,3555.973,7112,2,1,1
Cadbury,3712.277,7425,1,1,1
Kinder,2084.858,2085,2,0,2
Darrell Lea,3529.872,3530,2,1,2
Cadbury,3330.136,9990,0,1,0
Kinder,2644.318,7933,2,0,0
Darrell Lea,2461.188,2461,0,1,2
Kinder,3914.258,7829,0,1,1
Mars,1901.196,5704,2,2,0
Kinder,472.902,473,2,2,2
Pink Lady,3214.53,6429,1,2,1
Ferrero,2803.216,8410,2,2,0
Pink Lady,264.661,265,2,2,2
Pink Lady,218.347,437,2,2,1
Mars,1699.751,5099,2,1,0
Lindt,600.402,1201,1,1,1
Lindt,1618.146,3236,2,2,1
Darrell Lea,3064.096,9192,1,0,0
Carob Creations,4152.511,8305,0,0,1
Ferrero,3526.047,7052,2,1,1
Ferrero,2685.433,2685,1,1,2
Ferrero,4040.696,12122,2,1,0
Darrell Lea,3489.682,10469,1,0,0
Mars,1014.19,2028,1,1,1
Mars,2520.543,7562,0,2,0
Cadbury,90.542,272,1,1,0
Darrell Lea,2635.993,7908,1,2,0
Pink Lady,2315.368,4631,1,0,1
Cadbury,2367.321,2367,1,1,2
Carob Creations,4056.733,8113,1,2,1
Pink Lady,305.582,306,2,0,2
Lindt,1894.698,1895,2,2,2
Pink Lady,2125.429,2125,1,1,2
Mars,2040.134,4080,0,2,1
Cadbury,3365.248,3365,0,1,2
Darrell Lea,3101.392,6203,1,2,1
Kinder,1878.788,1879,0,0,2
Cadbury,1490.457,4471,0,2,0
Ferrero,3445.076,6890,0,1,1
Ferrero,3802.691,7605,0,0,1
Mars,1361.735,4085,2,1,0
Pink Lady,3408.763,3409,2,2,2
Pink Lady,3219.077,9657,0,1,0
Darrell Lea,2942.446,8827,1,0,0
Cadbury,3948.65,3949,0,1,2
Cadbury,1674.869,5025,1,0,0
Kinder,520.941,521,1,2,2
Kinder,1451.356,4354,0,2,0
Cadbury,3997.571,11993,0,2,0
Lindt,1396.861,1397,1,0,2
Mars,1857.178,3714,2,0,1
Ferrero,2195.269,2195,0,0,2
Carob Creations,2667.018,2667,1,1,2
Mars,3471.546,10415,0,0,0
Cadbury,1688.777,1689,2,2,2
Kinder,375.792,1127,2,2,0
Lindt,3888.058,7776,2,2,1
Ferrero,31.967,64,2,1,1
Ferrero,3984.433,7969,2,1,1
Pink Lady,802.329,1605,2,1,1
Cadbury,613.246,1840,2,0,0
Cadbury,3255.644,3256,1,1,2
Cadbury,3771.827,7544,2,1,1
Mars,1259.352,1259,0,0,2
Pink Lady,2957.386,5915,2,1,1
Mars,325.012,325,1,2,2
Lindt,670.975,671,0,0,2
Ferrero,2013.105,2013,2,1,2
Mars,2378.521,2379,0,1,2
Lindt,40.699,122,1,0,0
Lindt,2228.466,2228,1,2,2
Lindt,334.065,1002,0,1,0
Pink Lady,1171.965,3516,2,2,0
Mars,2235.227,4470,1,1,1
Lindt,858.01,858,0,0,2
Lindt,171.577,172,1,0,2
Lindt,3136.458,3136,1,2,2
Darrell Lea,3219.204,9658,2,0,0
Mars,3938.55,3939,2,0,2
Ferrero,1786.817,5360,0,1,0
Pink Lady,1838.284,5515,1,1,0
Cadbury,2697.251,2697,2,1,2
Lindt,3338.604,6677,0,2,1
Ferrero,1767.367,3535,2,1,1
Carob Creations,327.242,654,1,0,1
Lindt,3467.547,6935,0,0,1
Ferrero,2721.704,5443,2,1,1
Pink Lady,1084.75,2170,2,1,1
Mars,937.123,2811,2,2,0
Pink Lady,1864.904,5595,0,2,0
Ferrero,3211.194,9634,2,1,0
Lindt,2176.062,2176,0,2,2
Cadbury,2103.285,6310,1,0,0
Mars,3883.621,7767,0,0,1
Lindt,2638.052,2638,1,1,2
Darrell Lea,3069.107,9207,0,2,0
Lindt,1841.25,1841,0,0,2
Cadbury,3296.949,6594,1,1,1
Carob Creations,1883.091,1883,2,2,2
Cadbury,196.403,196,0,2,2
Ferrero,1264.88,2530,0,2,1
Lindt,3417.203,10252,1,0,0
Cadbury,4013.15,8026,2,2,1
Mars,83.663,84,1,2,2
Cadbury,126.178,252,0,0,1
Ferrero,3180.403,6361,1,1,1
Mars,950.086,950,2,0,2
Ferrero,1208.61,2417,1,0,1
Cadbury,426.909,1281,2,1,0
Darrell Lea,3303.006,6606,0,2,1
Cadbury,4187.668,4188,2,0,2
Carob Creations,182.506,548,2,1,0
Cadbury,1416.365,1416,2,0,2
Lindt,3347.548,3348,1,2,2
Mars,1975.366,1975,2,0,2
Darrell Lea,1129.141,3387,1,2,0
Kinder,582.613,1165,0,1,1
Lindt,3610.644,10832,2,1,0
Carob Creations,3028.459,9085,0,0,0
Ferrero,257.887,774,0,0,0
Pink Lady,3242.457,9727,2,1,0
Carob Creations,1243.296,3730,0,2,0
Ferrero,1116.131,2232,1,2,1
Kinder,1881.897,1882,2,1,2
Carob Creations,2198.836,2199,0,1,2
Carob Creations,1011.464,3034,0,0,0
Lindt,3136.528,9410,0,1,0
Pink Lady,1883.863,3768,1,1,1
Kinder,2068.505,4137,1,2,1
Kinder,706.859,1414,0,0,1
Pink Lady,55.222,110,0,1,1
Ferrero,1515.25,1515,2,2,2
Lindt,89.072,178,0,0,1
Cadbury,1629.651,3259,0,2,1
Cadbury,2280.411,4561,1,2,1
Pink Lady,59.888,120,0,0,1
Lindt,738.039,2214,2,1,0
Lindt,3715.03,7430,1,0,1
Cadbury,3539.257,7079,2,1,1
Mars,423.262,847,0,0,1
Lindt,3842.168,7684,0,2,1
Cadbury,81.188,81,1,1,2
Carob Creations,1723.879,3448,1,1,1
Cadbury,1537.732,1538,0,0,2
Ferrero,782.118,2346,1,1,0
Pink Lady,661.701,662,2,0,2
Darrell Lea,2803.526,8411,0,2,0
Pink Lady,1486.01,1486,0,0,2
Pink Lady,1407.477,1407,2,0,2
Ferrero,3153.011,6306,0,1,1
Mars,1297.224,3892,0,1,0
Carob Creations,3610.068,3610,2,0,2
Lindt,472.469,1417,0,0,0
Darrell Lea,1439.225,4318,0,0,0
Ferrero,343.54,1031,0,0,0
Mars,4112.386,12337,0,0,0
Kinder,4102.097,8204,0,1,1
Mars,2695.242,2695,0,0,2
Carob Creations,2278.8,2279,1,2,2
Carob Creations,2795.923,2796,1,1,2
Ferrero,1892.984,3786,1,2,1
Lindt,1818.629,1819,0,0,2
Ferrero,182.509,548,0,0,0
Mars,1429.352,1429,1,0,2
Kinder,1676.836,1677,2,2,2
Lindt,1414.45,4243,0,1,0
Carob Creations,246.216,246,0,2,2
Kinder,2420.814,2421,0,1,2
Darrell Lea,199.855,600,0,0,0
Darrell Lea,893.149,2679,1,2,0
Carob Creations,1677.963,5034,0,0,0
Cadbury,3783.577,11351,2,2,0
Carob Creations,1290.773,2582,1,0,1
Darrell Lea,1430.181,4291,1,0,0
Kinder,675.375,1351,0,0,1
Pink Lady,2055.109,4110,2,2,1
Pink Lady,3982.497,7965,1,0,1
Ferrero,332.169,332,1,0,2
Darrell Lea,892.696,1785,0,0,1
Lindt,3923.117,11769,1,2,0
Ferrero,3953.435,7907,1,1,1
Cadbury,231.929,464,1,1,1
Kinder,899.359,899,1,0,2
Ferrero,3698.48,11095,1,2,0
Kinder,549.872,550,1,1,2
Pink Lady,1572.789,1573,2,1,2
Cadbury,1389.847,2780,2,0,1
Mars,1827.519,3655,2,1,1
Darrell Lea,2705.393,5411,1,2,1
Carob Creations,511.837,1536,2,0,0
Pink Lady,1944.279,5833,2,2,0
Mars,461.807,462,1,0,2
Pink Lady,234.264,703,0,2,0
Pink Lady,3594.675,10784,0,1,0
Kinder,3459.582,10379,1,0,0
Darrell Lea,2386.498,2386,1,1,2
Mars,1767.75,1768,1,2,2
Cadbury,1215.179,3646,1,0,0
Carob Creations,1699.069,3398,1,2,1
Carob Creations,1696.353,5089,1,1,0
Kinder,640.46,1281,0,1,1
Carob Creations,2336.553,7010,0,1,0
Pink Lady,3707.334,3707,2,1,2
Darrell Lea,2442.396,2442,1,2,2
Kinder,1646.584,3293,1,2,1
Carob Creations,3382.707,6765,0,0,1
Carob Creations,3790.727,11372,0,1,0
Cadbury,912.546,2738,1,1,0
Mars,938.409,938,0,1,2
Ferrero,916.32,1833,1,0,1
Cadbury,3269.311,6539,1,0,1
Kinder,1442.136,2884,0,0,1
Pink Lady,2327.93,2328,0,1,2
Mars,3732.139,11196,0,1,0
Kinder,2531.914,5064,1,0,1
Cadbury,1017.101,3051,1,0,0
Ferrero,3384.757,3385,0,1,2
Cadbury,653.466,1307,1,1,1
Mars,1590.403,3181,1,0,1
Carob Creations,3883.197,3883,0,0,2
Darrell Lea,2515.259,7546,2,2,0
Pink Lady,324.401,973,1,0,0
Lindt,124.096,248,1,0,1
Carob Creations,2792.243,2792,2,2,2
Pink Lady,2852.426,8557,1,1,0
Lindt,3808.958,3809,0,1,2
Kinder,208.334,417,2,2,1
Carob Creations,1622.582,4868,1,1,0
Carob Creations,3923.645,11771,2,1,0
